"id","title.orig","title.Arab","title.Latn","language.main","language.other","date.onset","date.terminus","location.id","toponym","toponym.Arab","toponym.Latn","lat","long","holdings","digitised"
"jaraid:t1r3139","الحقوق","الحقوق","al-Ḥuqūq","ar","NA","1910-02-18","","oape:407","Jisr Nahr Bayrūt","جسر نهر بيروت","Jisr Nahr Bayrūt","NA","NA","F","F"
"jaraid:t1r3012","الوطن","الوطن","al-Waṭan","ar","NA","1910-02-28","","geon:1880252","Singapore","سنغافورة","Singapore","1.28967","103.85007","F","F"
"jaraid:t1r2111","الموده","الموده","al-Mawaddah","ar","NA","1910-03-01","","geon:5128581","New York City","نيويورك","New York City","40.71427","-74.00597","F","F"
"jaraid:t1r3048","النفائس","النفائس","al-Nafāʾis","ar","NA","1910-03-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1413","الرقيب","الرقيب","al-Raqīb","ar","NA","1910-03-01","","geon:2210247","Tripoli","طرابلس الغرب","Tripoli","33.49199","36.24247","F","F"
"jaraid:t1r1926","السمير","السمير","al-Samīr","ar","NA","1910-03-01","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r1030","الشعب","الشعب","al-Shaʿb","ar","NA","1910-03-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","T"
"jaraid:t1r1668","الزهور","الزهور","al-Zuhūr","ar","NA","1910-03-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","T"
"jaraid:t1r2048","دار الخلافة","دار الخلافة","Dār al-Khilāfa","ar","NA","1910-03-03","","geon:745044","Istanbul","الأستانة","Astāna","41.01384","28.94966","F","F"
"jaraid:t1r1029","العلم","العلم","al-ʿAlam","ar","NA","1910-03-07","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","T","T"
"jaraid:t1r2528","مشد الاحوال","مشد الاحوال","Mashad al-Aḥwāl","ar","NA","1910-03-17","","geon:280328","البترون","البترون","البترون","34.25528","35.65806","F","F"
"jaraid:t1r2382","الراوي","الراوي","al-Rāwī","ar","NA","1910-03-18","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2049","الانتقاد","الانتقاد","al-Intiqād","ar","NA","1910-03-20","","geon:745044","Istanbul","الأستانة","Astāna","41.01384","28.94966","F","F"
"jaraid:t1r2712","كشكول","كشكول","Kashkūl","ar","NA","1910-03-28","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r3300","العلم","العلم","al-ʿIlm","ar","NA","1910-03-29","","NA","NA","NA","NA","NA","NA","F","F"
"jaraid:t1r2383","الرأي العام","الرأي العام","al-Rāʾy al-ʿĀmm","ar","NA","1910-03-30","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r3049","التلميذ","التلميذ","al-Tilmīdh","ar","NA","1910-03-31","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1457","الزمان","الزمان","al-Zamān","ar","jrb","1910-03-31","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r2197","الشدياق","الشدياق","al-Shidyāq","ar","NA","1910-04-01","","geon:3451190","Rio de Janeiro","ريو دي جانيرو","Rio de Janeiro","-22.90642","-43.18223","F","F"
"jaraid:t1r3197","الاخاء","الاخاء","al-Ikhāʾ","ar","NA","1910-04-02","","geon:170017","Hama","حماة","Ḥamāh","35.13179","36.75783","T","T"
"jaraid:t1r1031","الاستقلال","الاستقلال","al-Istiqlāl","ar","NA","1910-04-02","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2859","اخوة","اخوة","Ukhuwwat","ar","NA","1910-04-03","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2603","اسمع السطح","اسمع السطح","Ismaʿ wa-Saṭṭiḥ","ar","NA","1910-04-06","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r3198","الانسانية","الانسانية","al-Insāniyya","ar","NA","1910-04-10","","geon:170017","Hama","حماة","Ḥamāh","35.13179","36.75783","F","F"
"jaraid:t1r2526","بشراي","بشراي","Basharrāy","ar","NA","1910-04-13","","oape:410","Qaṣabat Basharrāy","قصبة بشراي","Qaṣabat Basharrāy","NA","NA","F","F"
"jaraid:t1r2050","الحضارة","الحضارة","al-Ḥaḍāra","ar","NA","1910-04-14","","geon:745044","Istanbul","الأستانة","Astāna","41.01384","28.94966","F","F"
"jaraid:t1r1032","السلام","السلام","al-Salām","ar","NA","1910-04-15","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3013","الحسام","الحسام","al-Ḥusām","ar","NA","1910-04-21","","geon:1880252","Singapore","سنغافورة","Singapore","1.28967","103.85007","F","F"
"jaraid:t1r1033","السيف","السيف","al-Sayf","ar","NA","1910-04-24","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1458","ولد البلاد","ولد البلاد","Walad al-Bilād","ar","NA","1910-04-25","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r2820","الاعتدال اليافي","الاعتدال اليافي","al-Iʿtidāl al-Yāffī","ar","NA","1910-05-01","","geon:293253","Jaffa","يافا","Yāfā","32.05043","34.75224","F","F"
"jaraid:t1r3050","المجلة الشرقية","المجلة الشرقية","al-Majalla al-Sharqiyya","ar","NA","1910-05-02","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2970","الفيض","الفيض","al-Fayḍ","ar","NA","1910-05-06","","geon:99532","Basra","البصرة","Baṣra","30.53302","47.79747","F","F"
"jaraid:t1r2384","صدى الجامعة العثمانية","صدى الجامعة العثمانية","Ṣadā al-Jāmiʿa al-ʿUthmāniyya","ar","NA","1910-05-07","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2713","الاهالي","الاهالي","al-Ahālī","ar","NA","1910-05-12","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r3148","المسرة","المسرة","al-Masarra","ar","NA","1910-06-01","","geon:274349","Ḥarīṣā","حريسا","Ḥarīṣā","33.98222","35.65917","F","F"
"jaraid:t1r2112","السهام","السهام","al-Sihām","ar","NA","1910-06-07","","geon:5128581","New York City","نيويورك","New York City","40.71427","-74.00597","F","F"
"jaraid:t1r2569","ملحق الجريدة المهذب","ملحق الجريدة المهذب","Mulḥaq bi-Jarīdat al-Muhadhdhib","ar","NA","1910-06-09","","geon:266045","Zahle","زحلة","Zaḥla","33.84972","35.90417","F","F"
"jaraid:t1r2385","الطبيب العامل","الطبيب العامل","al-Ṭabīb al-ʿĀmil","ar","NA","1910-06-10","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2860","الرصافة","الرصافة","al-Ruṣāfa","ar","NA","1910-06-17","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r1459","كاراكوز","كاراكوز","Kārākūz","ar","NA","1910-06-18","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r2821","الحرية","الحرية","al-Ḥurriyya","ar","NA","1910-06-20","","geon:293253","Jaffa","يافا","Yāfā","32.05043","34.75224","F","F"
"jaraid:t1r2570","البردوني","البردوني","al-Bardūnī","ar","NA","1910-06-25","","geon:266045","Zahle","زحلة","Zaḥla","33.84972","35.90417","F","F"
"jaraid:t1r2714","لسان الاهالي","لسان الاهالي","Lisān al-Ahālī","ar","NA","1910-06-27","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r1669","الاحوال","الاحوال","al-Aḥwāl","ar","NA","1910-07-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r1928","الاحوال","الاحوال","al-Aḥwāl","ar","NA","1910-07-01","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r1460","خلط ملط","خلط ملط","Khalṭ Malṭ","ar","jrb","1910-07-01","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r2715","الاعلان","الاعلان","al-Iʿlān","ar","NA","1910-07-02","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r2683","ضاعة الطاسة","ضاعة الطاسة","Ḍāʿat al-Ṭāsa","ar","NA","1910-07-02","","geon:169577","Homs","Ḩimş","Ḥomṣ","34.72682","36.72339","F","F"
"jaraid:t1r2505","الوجدان","الوجدان","al-Wijdān","ar","NA","1910-07-08","","geon:266826","Tripoli","طرابلس الشام","Ṭarāblus al-Shām","34.43352","35.84415","F","F"
"jaraid:t1r1034","البلوغ المصري","البلوغ المصري","al-Bulūgh al-Miṣrī","ar","NA","1910-07-09","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2694","انخلي يى هلالة","انخلي يى هلالة","Unkhulī Yā Hilāla","ar","NA","1910-07-20","","geon:170017","Hama","حماة","Ḥamāh","35.13179","36.75783","F","F"
"jaraid:t1r2604","المنتخبات","المنتخبات","al-Muntakhabāt","ar","NA","1910-07-23","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r3051","المجلة السورية","المجلة السورية","al-Majalla al-Sūriyya","ar","NA","1910-07-24","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2506","الشمس الاتحاد","الشمس الاتحاد","al-Shams al-Ittiḥād","ar","NA","1910-07-28","","geon:266826","Tripoli","طرابلس الشام","Ṭarāblus al-Shām","34.43352","35.84415","F","F"
"jaraid:t1r2843","كوكب الشرق","كوكب الشرق","Kawkab al-Sharq","ar","ota Syriac","1910-07-29","","geon:316541","Diyarbakır","ديار بكر","Diyarbakır","37.91363","40.21721","F","F"
"jaraid:t1r2275","الجالية","الجالية","al-Jāliyya","ar","NA","1910-07-30","","geon:3435910","Buenos Aires","بونس أيرس","Buenos Aires","-34.61315","-58.37723","F","F"
"jaraid:t1r2263","الاستقلال","الاستقلال","al-Istiqlāl","ar","NA","1910-08-01","","geon:3470127","Belo Horizonte","بيلو هوريزونتي","Belo Horizonte","-19.92083","-43.93778","F","F"
"jaraid:t1r2861","مصباح الشرق","مصباح الشرق","Miṣbāḥ al-Sharq","ar","NA","1910-08-01","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r3156","الحقائق","الحقائق","al-Ḥaqāʾiq","ar","NA","1910-08-07","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","T","T"
"jaraid:t1r2971","البصرة الفيحاء","البصرة الفيحاء","al-Baṣra al-Fayḥāʾ","ar","NA","1910-08-10","","geon:99532","Basra","البصرة","Baṣra","30.53302","47.79747","F","F"
"jaraid:t1r1461","النمس","النمس","al-Nims","ar","NA","1910-08-10","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r2862","صائب","صائب","Ṣāʾib","ar","NA","1910-08-11","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2582","الاتفاق","الاتفاق","al-Ittifāq","ar","NA","1910-08-16","","oape:411","Qaṣbat Jazzīn","قصبة جزين","Qaṣbat Jazzīn","NA","NA","F","F"
"jaraid:t1r1035","مجلة الصحة","مجلة الصحة","Majallat al-Ṣiḥḥa","ar","NA","1910-08-25","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3247","تنوير الافكار","تنوير الافكار","Tanwīr al-Afkār","ar","NA","1910-08-26","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2760","المنتخب","المنتخب","al-Muntakhab","ar","NA","1910-08-27","","geon:173576","Latakia","اللاذقية","Latakia","35.51484","35.77684","F","F"
"jaraid:t1r2972","الرشاد","الرشاد","al-Rashād","ar","NA","1910-08-29","","geon:99532","Basra","البصرة","Baṣra","30.53302","47.79747","F","F"
"jaraid:t1r2695","المكنسة","المكنسة","al-Maknasa","ar","NA","1910-09-01","","geon:170017","Hama","حماة","Ḥamāh","35.13179","36.75783","F","F"
"jaraid:t1r2317","الجراءة الادبية","الجراءة الادبية","al-Jurāʾa al-Adabiyya","ar","NA","1910-09-04","","geon:3493032","San Pedro de Macoris","San Pedro de Macoris","San Pedro de Macoris","18.4539","-69.30864","F","F"
"jaraid:t1r3140","النديم","النديم","al-Nadīm","ar","NA","1910-09-05","","oape:407","Jisr Nahr Bayrūt","جسر نهر بيروت","Jisr Nahr Bayrūt","NA","NA","F","F"
"jaraid:t1r1463","النصر","النصر","al-Naṣr","ar","NA","1910-09-08","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r1411","المرصاد","المرصاد","al-Mirṣād","ar","NA","1910-09-16","","geon:2210247","Tripoli","طرابلس الغرب","Tripoli","33.49199","36.24247","F","F"
"jaraid:t1r2386","Ḥimārat Baladinā","Ḥimārat Baladinā","Ḥimārat Baladinā","ar","NA","1910-09-17","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1273","كراكوز","كراكوز","Karākūz","ar","NA","1910-09-24","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r2507","الاجيال","الاجيال","al-Ajyāl","ar","NA","1910-09-26","","geon:266826","Tripoli","طرابلس الشام","Ṭarāblus al-Shām","34.43352","35.84415","F","F"
"jaraid:t1r2863","سبيل الرشاد","سبيل الرشاد","Sabīl al-Rashād","ar","NA","1910-09-28","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2586","الادب","الادب","al-Adab","ar","NA","1910-10-01","","geon:11357888","Qaytūlī","قيتولي","Qaytūlī","35.05862","47.31862","F","F"
"jaraid:t1r2145","جريدة العالمين","جريدة العالمين","Jarīdat al-ʿĀlamayn","ar","NA","1910-10-01","","geon:6077243","Montreal","مونتريال","Montreal","45.50884","-73.58781","F","F"
"jaraid:t1r3052","مجلة الاقتصاد","مجلة الاقتصاد","Majallat al-Iqtiṣād","ar","NA","1910-10-15","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1274","الاهالي","الاهالي","al-Ahālī","ar","NA","1910-10-19","","geon:361058","Alexandria","الإسكندرية","al-Iskandariyya","31.20176","29.91582","F","F"
"jaraid:t1r1036","النصيحة","النصيحة","al-Naṣīḥa","ar","NA","1910-10-23","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r2973","آتي","آتي","Ātī","ar","NA","1910-10-23","","geon:99532","Basra","البصرة","Baṣra","30.53302","47.79747","F","F"
"jaraid:t1r2127","سوريا الجديدة","سوريا الجديدة","Sūriyā al-Jadīda","ar","NA","1910-10-25","","geon:4930956","Boston","بوسطن","Boston","42.35843","-71.05977","F","F"
"jaraid:t1r3053","الانيس","الانيس","al-Anīs","ar","NA","1910-11-01","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1037","الترقي","الترقي","al-Taraqqī","ar","NA","1910-11-01","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3203","الورقاء","الورقاء","al-Wuraqāʾ","ar","NA","1910-11-01","","geon:170063","Aleppo","حلب","Ḥalab","36.20124","37.16117","F","F"
"jaraid:t1r3248","خردلة العلوم","خردلة العلوم","Khardalat al-ʿUlūm","ar","NA","1910-11-01","","geon:98182","Baghdad","بغداد","Baghdād","33.34058","44.40088","F","F"
"jaraid:t1r2387","الحارس","الحارس","al-Ḥāris","ar","NA","1910-11-02","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1038","العفاف","العفاف","al-ʿAfāf","ar","NA","1910-11-03","","geon:360630","Cairo","القاهرة","al-Qāhira","30.06263","31.24967","F","F"
"jaraid:t1r3147","صدى لبنان","صدى لبنان","Ṣadā Lubnān","ar","NA","1910-11-03","","geon:8041193","Jounieh","جونية","Jounieh","33.41627","36.15134","F","F"
"jaraid:t1r2388","الحمارة","الحمارة","al-Ḥimāra","ar","NA","1910-11-04","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r1464","حيات الضحك","حيات الضحك","Ḥayāt al-Ḍiḥk","ar","jrb","1910-11-06","","geon:2464470","Tunis","تونس","Tunis","36.81897","10.16579","F","F"
"jaraid:t1r2982","النجاح","النجاح","al-Najāḥ","ar","NA","1910-11-12","","geon:99072","Mosul","الموصل","Moṣūl","36.335","43.11889","F","F"
"jaraid:t1r2605","الكائنات","الكائنات","al-Kāʾināt","ar","NA","1910-11-19","","geon:170654","Damascus","دمشق","Dimashq","33.5102","36.29128","F","F"
"jaraid:t1r2389","الوطنية","الوطنية","al-Waṭaniyya","ar","NA","1910-11-24","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
"jaraid:t1r2390","المبارة","المبارة","al-Mubāra","ar","NA","1910-11-25","","geon:276781","Beirut","بيروت","Bayrūt","33.88894","35.49442","F","F"
